query	target	qlen	tlen	bits	evalue
LC456845~NA-C_7	ALO23117.1~NA-C_28	494	481	205	3.787E-58
LC456845~NA-C_7	ALR73781.1~NA-Unkown	494	475	204	8.194E-58
LC456845~NA-C_7	CBN88268.1~NA-C_28	494	479	204	8.194E-58
LC456845~NA-C_7	DQ335781~NA-C_28	494	479	204	8.194E-58
LC456845~NA-C_7	AFO63032.1~NA-C_28	494	481	204	8.194E-58
LC456845~NA-C_7	AFZ40058.1~NA-C_28	494	477	202	3.834E-57
LC456845~NA-C_7	JQ958968~NA-C_28	494	477	202	3.834E-57
LC456845~NA-C_7	APZ88353.1~NA-C_28	494	481	202	3.834E-57
LC456845~NA-C_7	APZ88353.1~NA-C_28	494	481	202	3.834E-57
LC456845~NA-C_7	JX036031~NA-C_6	494	469	201	8.289E-57
LC456845~NA-C_7	AFO63031~NA-C_6	494	469	201	8.289E-57
LC456845~NA-C_7	AFO63031.1~NA-C_6	494	469	201	8.289E-57
LC456845~NA-C_7	AOG74832.1~NA-C_28	494	481	200	1.792E-56
LC456845~NA-C_7	A0A3Q7HBJ5.1~NA-C_28	494	476	199	3.872E-56
LC456845~NA-C_7	NP_001268115.1~NA-C_28	494	480	199	3.872E-56
LC456845~NA-C_7	AB619802~NA-C_28	494	480	199	3.872E-56
LC456845~NA-C_7	NA~Kt_444-unknown	494	428	198	8.366E-56
LC456845~NA-C_7	QIH97367.1~NA-C_28	494	477	198	8.366E-56
LC456845~NA-C_7	AOG74831.1~NA-C_28	494	482	197	1.807E-55
LC456845~NA-C_7	AFZ40057.1~NA-C_28	494	478	196	3.901E-55
LC456845~NA-C_7	JQ958967~NA-C_28	494	478	196	3.901E-55
LC456845~NA-C_7	BAW34647.1~NA-C_28/C_22	494	481	196	3.901E-55
LC456845~NA-C_7	NP_001268076.1~NA-C_28	494	480	195	8.422E-55
LC456845~NA-C_7	AB619803~NA-C_28	494	480	195	8.422E-55
LC456845~NA-C_7	BAP59952.1~NA-C_28	494	481	195	8.422E-55
LC456845~NA-C_7	OQ107260~NA-C_28	494	480	194	1.817E-54
LC456845~NA-C_7	AOG74838.1~NA-C_28/C_16	494	481	191	1.823E-53
LC456845~NA-C_7	AZS32332.1~NA-C_28	494	480	190	3.930E-53
LC456845~NA-C_7	MG708187~NA-C_28	494	480	190	3.930E-53
LC456845~NA-C_7	AOG74836.1~NA-C_28	494	479	189	8.469E-53
LC456845~NA-C_7	JN604536~NA-C_12	494	486	189	8.469E-53
LC456845~NA-C_7	KF318733~NA-C_28	494	487	188	1.824E-52
LC456845~NA-C_7	AHF22088.1~NA-C_28	494	487	188	1.824E-52
LC456845~NA-C_7	AB035868~NA-C_6	494	465	186	8.457E-52
LC456845~NA-C_7	KU878852~NA-C_2	494	475	186	8.457E-52
LC456845~NA-C_7	AOG74847.1~NA-C_28	494	480	186	8.457E-52
LC456845~NA-C_7	KU878864~NA-C_28	494	480	186	8.457E-52
LC456845~NA-C_7	AZS32333.1~NA-C_28	494	497	186	8.457E-52
LC456845~NA-C_7	MG708188~NA-C_28	494	497	186	8.457E-52
LC456845~NA-C_7	AHL46848.1~NA-C_28	494	481	185	1.820E-51
LC456845~NA-C_7	AOG74849.1~NA-cycloartane	494	485	184	3.916E-51
LC456845~NA-C_7	KU878866~NA-unknown_regioselectivity	494	485	184	3.916E-51
LC456845~NA-C_7	AB206579~NA-C_22	494	506	183	8.422E-51
LC456845~NA-C_7	OQ107248~NA-C_16	494	501	181	3.891E-50
LC456845~NA-C_7	AB087801~NA-Baeyer_Villiger/C_6	494	465	179	1.796E-49
LC456845~NA-C_7	MG708191~NA-C_2	494	485	174	8.163E-48
LC456845~NA-C_7	AXU93523.1~NA-C_3	494	473	171	8.025E-47
LC456845~NA-C_7	HQ128570~NA-C_11	494	473	171	8.025E-47
LC456845~NA-C_7	APG38190.1~NA-C_16	494	495	171	8.025E-47
LC456845~NA-C_7	KY047600~NA-C_16	494	495	171	8.025E-47
LC456845~NA-C_7	KF309251~NA-C_3	494	474	170	1.718E-46
LC456845~NA-C_7	AHF22083.1~Positive_Control-C_3	494	474	170	1.718E-46
LC456845~NA-C_7	MW514556~NA-C_16	494	479	166	3.592E-45
LC456845~NA-C_7	KM655862~NA-C_11/C_20	494	474	164	1.639E-44
LC456845~NA-C_7	Csa1G044890~NA-C_11/C_20	494	474	164	1.639E-44
LC456845~NA-C_7	KU878851~NA-C_6	494	477	164	1.639E-44
LC456845~NA-C_7	AOG74834.1~NA-C_6	494	477	164	1.639E-44
LC456845~NA-C_7	OP821089~NA-C_2	494	473	163	3.498E-44
LC456845~NA-C_7	OP821090~NA-C_2	494	473	162	7.462E-44
LC456845~NA-C_7	MF120282~NA-C_2	494	476	162	7.462E-44
LC456845~NA-C_7	KF318735~NA-C_16	494	475	160	3.392E-43
LC456845~NA-C_7	NM_001344756.1~NA-C_7	494	477	155	1.483E-41
LC456845~NA-C_7	NM_180821~NA-C_7	494	518	155	1.483E-41
LC456845~NA-C_7	KC963423~NA-C_16	494	478	154	3.152E-41
LC456845~NA-C_7	MW514551~NA-C_22	494	478	148	2.878E-39
LC456845~NA-C_7	MW514550~NA-C_22	494	478	144	5.777E-38
LC456845~NA-C_7	LC456843~NA-C_23	494	510	114	2.523E-28
LC456845~NA-C_7	ON108669~NA-C_19	494	493	101	3.187E-24
LC456845~NA-C_7	ON108678~NA-C_19	494	497	101	3.187E-24
LC456845~NA-C_7	ON108679~NA-C_1	494	489	99	1.350E-23
LC456845~NA-C_7	AB223041~NA-C_26	494	515	98	2.777E-23
LC456845~NA-C_7	NA~Kt_281-unknown	494	520	98	2.777E-23
LC456845~NA-C_7	AY552551~NA-14α_demethylation	494	487	96	1.172E-22
LC456845~NA-C_7	AB219423~NA-C_22	494	495	95	2.407E-22
LC456845~NA-C_7	AB233425~NA-C_22	494	499	94	4.940E-22
LC456845~NA-C_7	ON108677~NA-C_7/C_28	494	491	93	1.013E-21
LC456845~NA-C_7	ON108670~NA-C_25/C_2	494	491	92	2.077E-21
LC456845~NA-C_7	DQ680852~NA-C_12/C_13/C_16	494	490	91	4.256E-21
LC456845~NA-C_7	KM655856~NA-C_25	494	508	91	4.256E-21
LC456845~NA-C_7	MF596155~NA-C_24	494	519	90	8.716E-21
LC456845~NA-C_7	AEY75217~NA-C_12	494	505	89	1.784E-20
LC456845~NA-C_7	KF906535~NA-C_24	494	510	89	1.784E-20
LC456845~NA-C_7	NM_124173~NA-C_15/C_16	494	511	89	1.784E-20
LC456845~NA-C_7	AB223043~NA-C_22	494	501	87	7.466E-20
LC456845~NA-C_7	KF906540~NA-C_24	494	512	87	7.466E-20
LC456845~NA-C_7	KT150517~NA-C_23	494	520	87	7.466E-20
LC456845~NA-C_7	AB437320~NA-C_24	494	514	86	1.526E-19
LC456845~NA-C_7	NM_001341032.1~NA-C_15/C_16	494	485	85	3.119E-19
LC456845~NA-C_7	MK803264~NA-C_21	494	501	85	3.119E-19
LC456845~NA-C_7	NM_117621~NA-C_15/C_16	494	513	85	3.119E-19
LC456845~NA-C_7	DQ335790~NA-C_24	494	514	85	3.119E-19
LC456845~NA-C_7	KF906538~NA-C_24	494	525	85	3.119E-19
LC456845~NA-C_7	OQ107266~NA-C_23	494	507	84	6.370E-19
LC456845~NA-C_7	KF906539~NA-C_24	494	524	83	1.301E-18
LC456845~NA-C_7	KF460438~NA-C_28	494	496	82	2.654E-18
LC456845~NA-C_7	KF906536~NA-C_24	494	510	82	2.654E-18
LC456845~NA-C_7	KF906537~NA-C_24	494	510	82	2.654E-18
LC456845~NA-C_7	AB558153~NA-C_30	494	523	81	5.415E-18
LC456845~NA-C_7	AF135485~NA-C_24	494	513	80	1.104E-17
LC456845~NA-C_7	MN621243~NA-C_29	494	511	78	4.588E-17
LC456845~NA-C_7	MN621245~NA-C_29	494	514	78	4.588E-17
LC456845~NA-C_7	MN621244~NA-C_29	494	513	77	9.347E-17
LC456845~NA-C_7	MK829814~NA-C_29	494	511	76	1.904E-16
LC456845~NA-C_7	LC143440~NA-C_21	494	511	72	3.265E-15
LC456845~NA-C_7	DQ335780~NA-C_2	494	520	72	3.265E-15
LC456845~NA-C_7	AB558147~NA-C_29	494	524	72	3.265E-15
LC456845~NA-C_7	NM_123623~NA-C_23	494	497	70	1.350E-14
LC456845~NA-C_7	AB558146~NA-C_30	494	524	70	1.350E-14
LC456845~NA-C_7	MK803271~NA-C_23/C_24/C_25	494	512	67	1.132E-13
LC456845~NA-C_7	DQ335782~NA-C_23	494	520	66	2.300E-13
LC456845~NA-C_7	AB558145~NA-C_22	494	528	63	1.924E-12
AEX07773~NA-C_28	AEX07772.1~NA-C_28	480	480	1005	0.000E+00
AEX07773~NA-C_28	JN565975~NA-C_28	480	480	1005	0.000E+00
AEX07773~NA-C_28	AEX07773~NA-C_28	480	480	1005	0.000E+00
AEX07773~NA-C_28	OP821088~NA-C_28	480	479	872	4.395E-288
AEX07773~NA-C_28	APZ88353.1~NA-C_28	480	481	847	2.016E-279
AEX07773~NA-C_28	APZ88353.1~NA-C_28	480	481	847	2.016E-279
AEX07773~NA-C_28	AFZ40058.1~NA-C_28	480	477	841	2.417E-277
AEX07773~NA-C_28	JQ958968~NA-C_28	480	477	841	2.417E-277
AEX07773~NA-C_28	KT150521~NA-C_28	480	481	833	1.428E-274
AEX07773~NA-C_28	ALO23117.1~NA-C_28	480	481	833	1.428E-274
AEX07773~NA-C_28	AFO63032.1~NA-C_28	480	481	821	2.050E-270
AEX07773~NA-C_28	AOG74832.1~NA-C_28	480	481	814	5.453E-268
AEX07773~NA-C_28	AZS32333.1~NA-C_28	480	497	814	5.453E-268
AEX07773~NA-C_28	MG708188~NA-C_28	480	497	814	5.453E-268
AEX07773~NA-C_28	AFZ40057.1~NA-C_28	480	478	813	1.211E-267
AEX07773~NA-C_28	JQ958967~NA-C_28	480	478	813	1.211E-267
AEX07773~NA-C_28	QIH97367.1~NA-C_28	480	477	811	5.968E-267
AEX07773~NA-C_28	K4CEE8.1~NA-C_28	480	482	811	5.968E-267
AEX07773~NA-C_28	AHL46848.1~NA-C_28	480	481	807	1.450E-265
AEX07773~NA-C_28	A0A3Q7HBJ5.1~NA-C_28	480	476	803	3.523E-264
AEX07773~NA-C_28	AOG74831.1~NA-C_28	480	482	796	9.366E-262
AEX07773~NA-C_28	OQ107260~NA-C_28	480	480	794	4.616E-261
AEX07773~NA-C_28	NP_001268115.1~NA-C_28	480	480	793	1.025E-260
AEX07773~NA-C_28	AB619802~NA-C_28	480	480	793	1.025E-260
AEX07773~NA-C_28	NP_001268076.1~NA-C_28	480	480	784	1.342E-257
AEX07773~NA-C_28	AB619803~NA-C_28	480	480	784	1.342E-257
AEX07773~NA-C_28	AZS32332.1~NA-C_28	480	480	783	2.980E-257
AEX07773~NA-C_28	MG708187~NA-C_28	480	480	783	2.980E-257
AEX07773~NA-C_28	AOG74836.1~NA-C_28	480	479	765	5.107E-251
AEX07773~NA-C_28	ANY30854.1~NA-C_28	480	483	765	5.107E-251
AEX07773~NA-C_28	BAP59952.1~NA-C_28	480	481	764	1.134E-250
AEX07773~NA-C_28	CBN88268.1~NA-C_28	480	479	762	5.586E-250
AEX07773~NA-C_28	DQ335781~NA-C_28	480	479	762	5.586E-250
AEX07773~NA-C_28	ANY30853.1~NA-C_28	480	483	756	6.681E-248
AEX07773~NA-C_28	KX343075~NA-C_28	480	483	756	6.681E-248
AEX07773~NA-C_28	KF318733~NA-C_28	480	487	756	6.681E-248
AEX07773~NA-C_28	AHF22088.1~NA-C_28	480	487	756	6.681E-248
AEX07773~NA-C_28	BAW34647.1~NA-C_28/C_22	480	481	744	9.555E-244
AEX07773~NA-C_28	AOG74847.1~NA-C_28	480	480	690	4.736E-225
AEX07773~NA-C_28	KU878864~NA-C_28	480	480	690	4.736E-225
AEX07773~NA-C_28	KF309251~NA-C_3	480	474	660	1.144E-214
AEX07773~NA-C_28	AHF22083.1~Positive_Control-C_3	480	474	660	1.144E-214
AEX07773~NA-C_28	OQ107248~NA-C_16	480	501	612	4.622E-198
AEX07773~NA-C_28	Q9LVY7.1~NA-C_28	480	477	608	1.118E-196
AEX07773~NA-C_28	NM_123002~NA-C_28	480	477	608	1.118E-196
AEX07773~NA-C_28	BAU61505.1~NA-C_16/C_22/C_28	480	473	604	2.703E-195
AEX07773~NA-C_28	LC106013~NA-C_16/C_22/C_28	480	473	604	2.703E-195
AEX07773~NA-C_28	ALR73782.1~NA-C_28	480	475	576	1.300E-185
AEX07773~NA-C_28	AOG74849.1~NA-cycloartane	480	485	572	3.138E-184
AEX07773~NA-C_28	KU878866~NA-unknown_regioselectivity	480	485	572	3.138E-184
AEX07773~NA-C_28	AXU93523.1~NA-C_3	480	473	571	6.957E-184
AEX07773~NA-C_28	ALR73781.1~NA-Unkown	480	475	564	1.829E-181
AEX07773~NA-C_28	APG38190.1~NA-C_16	480	495	557	4.805E-179
AEX07773~NA-C_28	KY047600~NA-C_16	480	495	557	4.805E-179
AEX07773~NA-C_28	AOG74838.1~NA-C_28/C_16	480	481	527	1.117E-168
AEX07773~NA-C_28	KU878851~NA-C_6	480	477	523	2.690E-167
AEX07773~NA-C_28	AOG74834.1~NA-C_6	480	477	523	2.690E-167
AEX07773~NA-C_28	JX036031~NA-C_6	480	469	514	3.454E-164
AEX07773~NA-C_28	AFO63031~NA-C_6	480	469	514	3.454E-164
AEX07773~NA-C_28	AFO63031.1~NA-C_6	480	469	514	3.454E-164
AEX07773~NA-C_28	JN604536~NA-C_12	480	486	502	4.811E-160
AEX07773~NA-C_28	MG708191~NA-C_2	480	485	492	1.364E-156
AEX07773~NA-C_28	KU878852~NA-C_2	480	475	488	3.277E-155
AEX07773~NA-C_28	OP821089~NA-C_2	480	473	479	4.185E-152
AEX07773~NA-C_28	OP821090~NA-C_2	480	473	475	1.005E-150
AEX07773~NA-C_28	KC963423~NA-C_16	480	478	458	7.359E-145
AEX07773~NA-C_28	MF120282~NA-C_2	480	476	418	4.513E-131
AEX07773~NA-C_28	NA~Kt_2465-unknown	480	461	261	3.000E-77
AEX07773~NA-C_28	NA~Kt_444-unknown	480	428	231	4.534E-67
AEX07773~NA-C_28	AB433179~NA-C_11	480	493	225	4.842E-65
AEX07773~NA-C_28	X87367~NA-C_3	480	472	218	1.117E-62
AEX07773~NA-C_28	AB087801~NA-Baeyer_Villiger/C_6	480	465	213	5.408E-61
AEX07773~NA-C_28	LC456845~NA-C_7	480	494	207	5.652E-59
AEX07773~NA-C_28	AB206579~NA-C_22	480	506	201	5.857E-57
AEX07773~NA-C_28	AB035868~NA-C_6	480	465	198	5.942E-56
AEX07773~NA-C_28	LC456844~NA-C_19/C_5/C_19	480	494	196	2.781E-55
AEX07773~NA-C_28	KM655862~NA-C_11/C_20	480	474	190	2.833E-53
AEX07773~NA-C_28	Csa1G044890~NA-C_11/C_20	480	474	190	2.833E-53
AEX07773~NA-C_28	HQ128570~NA-C_11	480	473	185	1.325E-51
AEX07773~NA-C_28	KF318735~NA-C_16	480	475	180	6.148E-50
AEX07773~NA-C_28	NM_001308937~NA-C_19	480	463	150	5.049E-40
AEX07773~NA-C_28	NM_001344756.1~NA-C_7	480	477	138	4.159E-36
AEX07773~NA-C_28	NM_180821~NA-C_7	480	518	138	4.159E-36
AEX07773~NA-C_28	MW514556~NA-C_16	480	479	130	1.623E-33
AEX07773~NA-C_28	MW514551~NA-C_22	480	478	120	2.663E-30
AEX07773~NA-C_28	MW514550~NA-C_22	480	478	119	5.564E-30
AEX07773~NA-C_28	AB233425~NA-C_22	480	499	110	4.098E-27
AEX07773~NA-C_28	AB219423~NA-C_22	480	495	102	1.386E-24
AEX07773~NA-C_28	AY552551~NA-14α_demethylation	480	487	94	4.504E-22
AEX07773~NA-C_28	DQ335782~NA-C_23	480	520	88	3.366E-20
AEX07773~NA-C_28	ON108670~NA-C_25/C_2	480	491	87	6.895E-20
AEX07773~NA-C_28	DQ335780~NA-C_2	480	520	87	6.895E-20
AEX07773~NA-C_28	AB223043~NA-C_22	480	501	86	1.412E-19
AEX07773~NA-C_28	OQ107266~NA-C_23	480	507	85	2.890E-19
AEX07773~NA-C_28	AB558153~NA-C_30	480	523	85	2.890E-19
AEX07773~NA-C_28	AB558147~NA-C_29	480	524	85	2.890E-19
AEX07773~NA-C_28	LC456843~NA-C_23	480	510	81	5.047E-18
AEX07773~NA-C_28	LC143440~NA-C_21	480	511	81	5.047E-18
AEX07773~NA-C_28	AB558146~NA-C_30	480	524	80	1.031E-17
AEX07773~NA-C_28	KF906536~NA-C_24	480	510	76	1.785E-16
AEX07773~NA-C_28	KF906537~NA-C_24	480	510	76	1.785E-16
AEX07773~NA-C_28	MN621244~NA-C_29	480	513	76	1.785E-16
AEX07773~NA-C_28	AEY75217~NA-C_12	480	505	75	3.639E-16
AEX07773~NA-C_28	MN621245~NA-C_29	480	514	74	7.415E-16
AEX07773~NA-C_28	MF596155~NA-C_24	480	519	74	7.415E-16
AEX07773~NA-C_28	MK803271~NA-C_23/C_24/C_25	480	512	73	1.510E-15
AEX07773~NA-C_28	AB223041~NA-C_26	480	515	73	1.510E-15
AEX07773~NA-C_28	AB558145~NA-C_22	480	528	73	1.510E-15
AEX07773~NA-C_28	DQ335790~NA-C_24	480	514	72	3.076E-15
AEX07773~NA-C_28	AB437320~NA-C_24	480	514	72	3.076E-15
AEX07773~NA-C_28	NA~Kt_281-unknown	480	520	72	3.076E-15
AEX07773~NA-C_28	KF906539~NA-C_24	480	524	72	3.076E-15
AEX07773~NA-C_28	KF906535~NA-C_24	480	510	71	6.261E-15
AEX07773~NA-C_28	MN621243~NA-C_29	480	511	71	6.261E-15
AEX07773~NA-C_28	NM_123623~NA-C_23	480	497	70	1.274E-14
AEX07773~NA-C_28	MK829814~NA-C_29	480	511	70	1.274E-14
AEX07773~NA-C_28	KF906538~NA-C_24	480	525	70	1.274E-14
AEX07773~NA-C_28	KM655856~NA-C_25	480	508	69	2.592E-14
AEX07773~NA-C_28	AF135485~NA-C_24	480	513	69	2.592E-14
AEX07773~NA-C_28	KT150517~NA-C_23	480	520	69	2.592E-14
AEX07773~NA-C_28	NM_001341032.1~NA-C_15/C_16	480	485	68	5.272E-14
AEX07773~NA-C_28	MK803264~NA-C_21	480	501	68	5.272E-14
AEX07773~NA-C_28	NM_124173~NA-C_15/C_16	480	511	68	5.272E-14
AEX07773~NA-C_28	KF906540~NA-C_24	480	512	68	5.272E-14
AEX07773~NA-C_28	NM_117621~NA-C_15/C_16	480	513	68	5.272E-14
AEX07773~NA-C_28	KF460438~NA-C_28	480	496	67	1.072E-13
MW514556~NA-C_16	MW514556~NA-C_16	479	479	978	0.000E+00
MW514556~NA-C_16	MW514551~NA-C_22	479	478	761	1.185E-249
MW514556~NA-C_16	MW514550~NA-C_22	479	478	756	6.388E-248
MW514556~NA-C_16	NM_180821~NA-C_7	479	518	589	3.985E-190
MW514556~NA-C_16	NM_001344756.1~NA-C_7	479	477	588	8.835E-190
MW514556~NA-C_16	KM655862~NA-C_11/C_20	479	474	292	7.826E-88
MW514556~NA-C_16	Csa1G044890~NA-C_11/C_20	479	474	292	7.826E-88
MW514556~NA-C_16	HQ128570~NA-C_11	479	473	286	8.762E-86
MW514556~NA-C_16	KF318735~NA-C_16	479	475	285	1.923E-85
MW514556~NA-C_16	X87367~NA-C_3	479	472	238	1.879E-69
MW514556~NA-C_16	AB035868~NA-C_6	479	465	237	4.099E-69
MW514556~NA-C_16	AB206579~NA-C_22	479	506	235	1.950E-68
MW514556~NA-C_16	AB087801~NA-Baeyer_Villiger/C_6	479	465	231	4.407E-67
MW514556~NA-C_16	JX036031~NA-C_6	479	469	189	5.974E-53
MW514556~NA-C_16	AFO63031~NA-C_6	479	469	189	5.974E-53
MW514556~NA-C_16	AFO63031.1~NA-C_6	479	469	189	5.974E-53
MW514556~NA-C_16	AB433179~NA-C_11	479	493	186	6.003E-52
MW514556~NA-C_16	LC456844~NA-C_19/C_5/C_19	479	494	174	5.950E-48
MW514556~NA-C_16	NA~Kt_2465-unknown	479	461	172	2.744E-47
MW514556~NA-C_16	LC456845~NA-C_7	479	494	171	5.891E-47
MW514556~NA-C_16	KU878851~NA-C_6	479	477	159	5.466E-43
MW514556~NA-C_16	AOG74834.1~NA-C_6	479	477	159	5.466E-43
MW514556~NA-C_16	ALR73782.1~NA-C_28	479	475	158	1.167E-42
MW514556~NA-C_16	ANY30853.1~NA-C_28	479	483	158	1.167E-42
MW514556~NA-C_16	ANY30854.1~NA-C_28	479	483	158	1.167E-42
MW514556~NA-C_16	KX343075~NA-C_28	479	483	158	1.167E-42
MW514556~NA-C_16	NA~Kt_444-unknown	479	428	156	5.315E-42
MW514556~NA-C_16	K4CEE8.1~NA-C_28	479	482	156	5.315E-42
MW514556~NA-C_16	Q9LVY7.1~NA-C_28	479	477	152	1.096E-40
MW514556~NA-C_16	NM_123002~NA-C_28	479	477	152	1.096E-40
MW514556~NA-C_16	KU878852~NA-C_2	479	475	151	2.332E-40
MW514556~NA-C_16	BAW34647.1~NA-C_28/C_22	479	481	151	2.332E-40
MW514556~NA-C_16	ALR73781.1~NA-Unkown	479	475	149	1.055E-39
MW514556~NA-C_16	QIH97367.1~NA-C_28	479	477	149	1.055E-39
MW514556~NA-C_16	MF120282~NA-C_2	479	476	147	4.763E-39
MW514556~NA-C_16	CBN88268.1~NA-C_28	479	479	146	1.011E-38
MW514556~NA-C_16	DQ335781~NA-C_28	479	479	146	1.011E-38
MW514556~NA-C_16	KF309251~NA-C_3	479	474	144	4.551E-38
MW514556~NA-C_16	AHF22083.1~Positive_Control-C_3	479	474	144	4.551E-38
MW514556~NA-C_16	OQ107248~NA-C_16	479	501	144	4.551E-38
MW514556~NA-C_16	BAU61505.1~NA-C_16/C_22/C_28	479	473	143	9.648E-38
MW514556~NA-C_16	LC106013~NA-C_16/C_22/C_28	479	473	143	9.648E-38
MW514556~NA-C_16	AOG74847.1~NA-C_28	479	480	143	9.648E-38
MW514556~NA-C_16	KU878864~NA-C_28	479	480	143	9.648E-38
MW514556~NA-C_16	AFZ40057.1~NA-C_28	479	478	142	2.044E-37
MW514556~NA-C_16	JQ958967~NA-C_28	479	478	142	2.044E-37
MW514556~NA-C_16	AZS32332.1~NA-C_28	479	480	141	4.328E-37
MW514556~NA-C_16	AEX07772.1~NA-C_28	479	480	141	4.328E-37
MW514556~NA-C_16	JN565975~NA-C_28	479	480	141	4.328E-37
MW514556~NA-C_16	MG708187~NA-C_28	479	480	141	4.328E-37
MW514556~NA-C_16	AEX07773~NA-C_28	479	480	141	4.328E-37
MW514556~NA-C_16	APZ88353.1~NA-C_28	479	481	141	4.328E-37
MW514556~NA-C_16	APZ88353.1~NA-C_28	479	481	141	4.328E-37
MW514556~NA-C_16	NM_001308937~NA-C_19	479	463	140	9.160E-37
MW514556~NA-C_16	OP821090~NA-C_2	479	473	139	1.938E-36
MW514556~NA-C_16	OP821088~NA-C_28	479	479	139	1.938E-36
MW514556~NA-C_16	OQ107260~NA-C_28	479	480	139	1.938E-36
MW514556~NA-C_16	AFO63032.1~NA-C_28	479	481	139	1.938E-36
MW514556~NA-C_16	BAP59952.1~NA-C_28	479	481	139	1.938E-36
MW514556~NA-C_16	AFZ40058.1~NA-C_28	479	477	138	4.096E-36
MW514556~NA-C_16	JQ958968~NA-C_28	479	477	138	4.096E-36
MW514556~NA-C_16	MG708191~NA-C_2	479	485	138	4.096E-36
MW514556~NA-C_16	JN604536~NA-C_12	479	486	138	4.096E-36
MW514556~NA-C_16	AZS32333.1~NA-C_28	479	497	138	4.096E-36
MW514556~NA-C_16	MG708188~NA-C_28	479	497	138	4.096E-36
MW514556~NA-C_16	OP821089~NA-C_2	479	473	137	8.655E-36
MW514556~NA-C_16	AHL46848.1~NA-C_28	479	481	137	8.655E-36
MW514556~NA-C_16	A0A3Q7HBJ5.1~NA-C_28	479	476	136	1.828E-35
MW514556~NA-C_16	AOG74832.1~NA-C_28	479	481	134	8.135E-35
MW514556~NA-C_16	KC963423~NA-C_16	479	478	133	1.715E-34
MW514556~NA-C_16	KT150521~NA-C_28	479	481	133	1.715E-34
MW514556~NA-C_16	ALO23117.1~NA-C_28	479	481	133	1.715E-34
MW514556~NA-C_16	AXU93523.1~NA-C_3	479	473	132	3.613E-34
MW514556~NA-C_16	NP_001268076.1~NA-C_28	479	480	132	3.613E-34
MW514556~NA-C_16	AB619803~NA-C_28	479	480	132	3.613E-34
MW514556~NA-C_16	AOG74831.1~NA-C_28	479	482	132	3.613E-34
MW514556~NA-C_16	AOG74849.1~NA-cycloartane	479	485	132	3.613E-34
MW514556~NA-C_16	KU878866~NA-unknown_regioselectivity	479	485	132	3.613E-34
MW514556~NA-C_16	NP_001268115.1~NA-C_28	479	480	131	7.607E-34
MW514556~NA-C_16	AB619802~NA-C_28	479	480	131	7.607E-34
MW514556~NA-C_16	AOG74836.1~NA-C_28	479	479	128	7.074E-33
MW514556~NA-C_16	KF318733~NA-C_28	479	487	122	6.017E-31
MW514556~NA-C_16	AHF22088.1~NA-C_28	479	487	122	6.017E-31
MW514556~NA-C_16	AOG74838.1~NA-C_28/C_16	479	481	119	5.501E-30
MW514556~NA-C_16	APG38190.1~NA-C_16	479	495	119	5.501E-30
MW514556~NA-C_16	KY047600~NA-C_16	479	495	119	5.501E-30
MW514556~NA-C_16	MK803264~NA-C_21	479	501	97	5.134E-23
MW514556~NA-C_16	MF596155~NA-C_24	479	519	94	4.473E-22
MW514556~NA-C_16	AY552551~NA-14α_demethylation	479	487	93	9.195E-22
MW514556~NA-C_16	ON108679~NA-C_1	479	489	91	3.878E-21
MW514556~NA-C_16	DQ680852~NA-C_12/C_13/C_16	479	490	89	1.632E-20
MW514556~NA-C_16	MK803271~NA-C_23/C_24/C_25	479	512	88	3.346E-20
MW514556~NA-C_16	ON108677~NA-C_7/C_28	479	491	85	2.873E-19
MW514556~NA-C_16	KT150517~NA-C_23	479	520	85	2.873E-19
MW514556~NA-C_16	KF906540~NA-C_24	479	512	82	2.457E-18
MW514556~NA-C_16	AB558153~NA-C_30	479	523	80	1.025E-17
MW514556~NA-C_16	OQ107266~NA-C_23	479	507	79	2.093E-17
MW514556~NA-C_16	KF906535~NA-C_24	479	510	79	2.093E-17
MW514556~NA-C_16	LC143440~NA-C_21	479	511	79	2.093E-17
MW514556~NA-C_16	MN621245~NA-C_29	479	514	79	2.093E-17
MW514556~NA-C_16	AEY75217~NA-C_12	479	505	78	4.272E-17
MW514556~NA-C_16	AB223041~NA-C_26	479	515	78	4.272E-17
MW514556~NA-C_16	KF906539~NA-C_24	479	524	77	8.714E-17
MW514556~NA-C_16	KF906538~NA-C_24	479	525	76	1.777E-16
MW514556~NA-C_16	KM655856~NA-C_25	479	508	75	3.622E-16
MW514556~NA-C_16	DQ335790~NA-C_24	479	514	75	3.622E-16
MW514556~NA-C_16	AB233425~NA-C_22	479	499	74	7.382E-16
MW514556~NA-C_16	KF906536~NA-C_24	479	510	74	7.382E-16
MW514556~NA-C_16	KF906537~NA-C_24	479	510	74	7.382E-16
MW514556~NA-C_16	NA~Kt_281-unknown	479	520	74	7.382E-16
MW514556~NA-C_16	KF460438~NA-C_28	479	496	72	3.062E-15
MW514556~NA-C_16	AF135485~NA-C_24	479	513	72	3.062E-15
MW514556~NA-C_16	MN621244~NA-C_29	479	513	72	3.062E-15
MW514556~NA-C_16	MN621243~NA-C_29	479	511	71	6.234E-15
MW514556~NA-C_16	AB558147~NA-C_29	479	524	69	2.581E-14
MW514556~NA-C_16	MK829814~NA-C_29	479	511	68	5.250E-14
MW514556~NA-C_16	AB558145~NA-C_22	479	528	68	5.250E-14
MW514556~NA-C_16	AB219423~NA-C_22	479	495	67	1.068E-13
