query	target	cigar	qstart	qend	qlen	tstart	tend	tlen	alnlen
MK803271_NA_C_23_C_24_C_25	A0A3Q7HBJ5_1_NA_C_28	18M3I10M1I25M1D14M1D48M7I3M1I11M3D29M1I27M1D9M2I8M3I3M4I10M1I2M1I21M4I16M1D5M3I55M3D24M2I5M1D47M1I5M3I39M2D3M8I23M	3	507	512	1	473	476	518
MK803271_NA_C_23_C_24_C_25	AFO63032_1_NA_C_28	10M1D17M2D28M1D15M1D32M1I17M3I17M1I29M1I22M1D14M2I9M3I2M4I10M1I2M1I21M4I17M1D6M3I54M3D23M2I5M1D47M1I5M3I41M3I2M3I24M	3	507	512	1	480	481	516
MK803271_NA_C_23_C_24_C_25	Q9LVY7_1_NA_C_28	27M3I4M1I12M1D25M4D34M1D3M1I9M8I26M1D2M2D17M1I23M2I9M2D8M2I5M8I34M4I16M2I4M4I50M3D26M2I6M1D47M1I5M3I39M2D3M7I24M	1	507	512	3	477	477	524
MK803271_NA_C_23_C_24_C_25	ANY30853_1_NA_C_28	45M1D26M2D31M1I14M5I7M2D12M1I28M1I22M1D20M1I1M2I8M3I6M4I2M1I21M4I15M4I5M2D56M3D23M2I5M1D47M1I5M3I46M6I23M	3	509	512	1	480	483	519
MK803271_NA_C_23_C_24_C_25	DQ335780_NA_C_2	24M6D10M6D15M11D7M5D2M2I38M1I2M1I11M3I7M1I13M1I31M4D43M1I22M2I24M4I7M1I8M5D5M1D53M1I35M1I35M1D13M6I7M6D39M5I23M	4	507	512	1	519	520	549
MK803271_NA_C_23_C_24_C_25	MG708187_NA_C_28	18M1I7M2I3M2I13M1D26M1D48M6I5M2D5M1D5M2I28M1I23M2I4M3D7M2I10M9I34M4I15M1I2M1I60M3D30M1I47M1I5M3I39M2D2M8I24M	2	507	512	7	479	480	519
MK803271_NA_C_23_C_24_C_25	AOG74847_1_NA_C_28	47M1D26M1D47M7I11M1I34M2D22M1D14M2I9M3I2M4I10M1I2M1I21M4I14M2I60M2D4M1D23M2I5M1D47M1I5M3I39M2D2M8I24M	1	507	512	1	479	480	518
MK803271_NA_C_23_C_24_C_25	KX343075_NA_C_28	45M1D26M2D33M1D3M1I11M6I5M2D11M1I28M1I22M1D15M1I3M2I11M3I6M4I2M1I21M4I15M4I5M2D56M3D23M2I5M1D47M1I5M3I46M6I23M	3	509	512	1	480	483	520
MK803271_NA_C_23_C_24_C_25	AEX07772_1_NA_C_28	30M1D27M1D14M1D48M6I3M2I11M3D29M1I24M5D26M13I3M1I2M1I21M4I14M2I63M3D24M2I5M1D47M1I5M3I45M6I22M	3	507	512	1	478	480	520
MK803271_NA_C_23_C_24_C_25	AHL46848_1_NA_C_28	29M2D28M1D14M1D33M1I13M5I9M3D9M1I28M1I27M1D9M3I15M3I6M4I2M1I21M4I18M1D3M3I55M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	3	507	512	1	480	481	518
MK803271_NA_C_23_C_24_C_25	NM_123002_NA_C_28	27M3I4M1I12M1D25M4D34M1D3M1I9M8I7M4D22M1I15M1I25M1D11M2I5M1I5M8I34M4I16M2I4M4I50M3D26M2I6M1D47M1I5M3I39M2D3M7I24M	1	507	512	3	477	477	524
MK803271_NA_C_23_C_24_C_25	NA_Kt_444_unknown	23M1D30M3I45M1I11M1I9M1I28M1I15M3I22M1D13M3I10M8I34M6I4M2I7M6I88M1I52M5I32M	4	467	512	1	425	428	466
MK803271_NA_C_23_C_24_C_25	LC106013_NA_C_16_C_22_C_28	12M1D18M4I13M1D25M1D34M1D2M5I5M2I16M2I5M3D29M1I23M2I9M2D8M2I5M8I34M4I16M2I4M4I53M3D23M2I6M1D47M1I5M3I41M5I27M	1	507	512	1	473	473	520
MK803271_NA_C_23_C_24_C_25	KT150521_NA_C_28	18M3D27M1D25M1D32M1I8M1D8M7I5M3D4M1D5M2I28M1I22M1D14M2I9M3I2M4I10M1I12M1I11M4I19M2I59M3D23M2I5M1D47M1I5M3I41M3I2M3I24M	3	507	512	1	480	481	520
MK803271_NA_C_23_C_24_C_25	ALO23117_1_NA_C_28	29M3D16M1D25M1D34M1D3M1I11M6I6M2D5M1D4M2I28M1I22M1D14M2I8M3I3M4I10M1I12M1I11M4I14M2I64M3D23M2I5M1D47M1I5M3I41M3I2M3I24M	3	507	512	1	480	481	519
MK803271_NA_C_23_C_24_C_25	BAU61505_1_NA_C_16_C_22_C_28	15M1D15M4I13M1D25M1D32M4I10M2I16M2I5M3D29M1I23M2I9M2D8M2I5M8I34M4I16M2I4M4I53M3D23M2I6M1D47M1I5M3I41M5I27M	1	507	512	1	473	473	519
MK803271_NA_C_23_C_24_C_25	NP_001268076_1_NA_C_28	15M1D10M4I28M1D13M1D34M1D3M1I11M6I2M2I42M2D25M1D11M2I7M1I3M8I34M4I15M1I2M1I60M3D24M2I5M1D47M1I5M3I39M2D2M8I24M	3	507	512	6	479	480	518
MK803271_NA_C_23_C_24_C_25	APG38190_1_NA_C_16	8M2D16M2D16M1D26M1D31M1I7M1D5M5I5M1D29M1I15M1I26M1D9M3I11M8I29M1D5M5I11M2I8M4I54M3D29M1I47M1I5M3I43M6I24M	8	507	512	23	494	495	513
MK803271_NA_C_23_C_24_C_25	MG708188_NA_C_28	17M8D13M4I13M1D26M1D31M1I16M6I4M1I11M3D29M1I22M1D14M2I8M3I3M4I9M2I24M4I15M4I5M2D55M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	1	507	512	14	496	497	527
MK803271_NA_C_23_C_24_C_25	Csa1G044890_NA_C_11_C_20	16M2D24M1D6M1D6M1D2M2I41M1I7M1D14M2I39M2I26M3I7M5D4M3I10M8I32M7I6M1I8M2I16M1I45M4D29M1I47M2I46M1D1M8I25M	8	507	512	2	474	474	516
MK803271_NA_C_23_C_24_C_25	KU878852_NA_C_2	6M7I43M3I14M1D24M1I2M1D4M1I6M1D30M3D6M1D8M1I16M1I22M1D15M1I4M8I9M3I6M1D23M4I5M2I15M1I56M3D24M1I59M3I42M3I1M3I23M	1	506	512	1	475	475	518
MK803271_NA_C_23_C_24_C_25	AB206579_NA_C_22	25M11D19M1D74M3I43M2I26M2D14M4D13M15I24M1I12M2I8M7I49M5D37M1I53M1I4M2D40M9I3M2D23M	4	511	512	11	504	506	535
MK803271_NA_C_23_C_24_C_25	JQ958968_NA_C_28	12M1D30M1D26M1D48M7I3M1I11M3D29M1I27M1D9M2I4M1I11M3I6M4I2M1I21M4I15M1I1M2D4M3I55M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	6	507	512	2	476	477	515
MK803271_NA_C_23_C_24_C_25	JN565975_NA_C_28	18M1D39M1D14M1D48M7I3M1I11M3D29M1I22M1D14M2I8M3I3M4I10M1I2M1I21M4I14M2I63M3D24M2I5M1D47M1I5M3I46M6I21M	3	507	512	1	478	480	516
MK803271_NA_C_23_C_24_C_25	X87367_NA_C_3	27M5I22M1D52M1I6M1D5M2I6M1I26M3I4M1I34M1D14M3I10M8I28M1I13M4I8M6I49M3D38M1I47M1I53M7I24M	1	510	512	1	472	472	516
MK803271_NA_C_23_C_24_C_25	AFZ40058_1_NA_C_28	30M1D12M1D26M1D48M7I3M1I11M3D29M1I22M1D14M2I4M1I11M3I6M4I2M1I21M4I15M1I1M2D4M3I55M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	6	507	512	2	476	477	515
MK803271_NA_C_23_C_24_C_25	AOG74832_1_NA_C_28	54M1D15M1D48M7I3M1I11M3D29M1I25M1D11M2I9M3I2M4I10M1I2M1I21M4I14M2I63M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	5	507	512	6	480	481	513
MK803271_NA_C_23_C_24_C_25	BAW34647_1_NA_C_28_C_22	31M3I13M1D26M1D33M1D2M5I8M6I14M3D31M1I27M1D9M2I4M1I10M3I7M4I2M1I21M4I18M2D4M3I54M3D23M2I6M1D47M1I5M3I46M6I21M	1	507	512	6	480	481	520
MK803271_NA_C_23_C_24_C_25	KF309251_NA_C_3	24M5D20M1D26M1D33M1D3M1I11M7I12M4I28M1I22M1D14M2I3M7I17M2I24M4I22M4I53M3D24M2I5M1D47M1I5M3I41M3I2M3I22M	4	505	512	1	471	474	515
MK803271_NA_C_23_C_24_C_25	KM655862_NA_C_11_C_20	16M2D43M1D38M1I7M1D7M3I5M1D40M2I26M3I4M8D9M6I5M8I32M7I6M1I8M2I16M1I45M4D29M1I47M2I46M1D1M8I25M	8	507	512	2	474	474	518
MK803271_NA_C_23_C_24_C_25	NP_001268115_1_NA_C_28	29M2D28M1D14M1D48M7I3M1I41M2D22M1D14M2I4M1I6M8I2M1I9M1D22M4I15M1I2M1I60M3D24M2I5M1D47M1I5M3I39M2D2M8I24M	3	507	512	1	479	480	519
MK803271_NA_C_23_C_24_C_25	MW514550_NA_C_22	3M1D19M2I30M1D4M2D3M2I53M1D2M3I5M1I44M2I23M1D13M4D3M6I3M9I15M2I23M6I8M1D7M3I54M4D7M1D22M1I50M2I45M7I25M	1	507	512	1	477	478	523
MK803271_NA_C_23_C_24_C_25	AOG74831_1_NA_C_28	14M1D18M1D15M1D26M1D33M1D3M1I11M7I3M1I11M3D29M1I23M2I4M3D7M2I9M3I2M4I11M2I22M4I14M2I63M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	1	507	512	1	481	482	522
MK803271_NA_C_23_C_24_C_25	AZS32333_1_NA_C_28	23M5I25M1D14M1D31M1I8M1D8M7I3M1I11M3D29M1I22M1D14M2I8M3I3M4I10M1I2M1I21M4I15M1I2M1I60M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	7	507	512	29	496	497	512
MK803271_NA_C_23_C_24_C_25	K4CEE8_1_NA_C_28	18M1D12M2D27M1D12M1D37M1I13M5I8M2D21M1I9M1I5M1I27M1D9M3I10M8I29M1D5M5I18M2I58M3D24M2I5M1D47M1I5M3I43M6I27M	3	510	512	1	482	482	521
MK803271_NA_C_23_C_24_C_25	MW514551_NA_C_22	3M1D19M2I30M1D4M2D3M2I55M2I6M1I44M2I21M1D10M6I5M1I3M2I4M1D1M3I12M1D18M1I6M1I2M7I8M1D7M3I54M4D7M1D22M1I50M2I49M7I21M	1	507	512	1	477	478	520
MK803271_NA_C_23_C_24_C_25	AFZ40057_1_NA_C_28	45M1D26M1D31M1I13M6I7M1I11M3D29M1I27M1D9M2I9M3I2M4I10M1I2M1I21M4I14M2I63M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	3	507	512	1	477	478	515
MK803271_NA_C_23_C_24_C_25	KY047600_NA_C_16	8M2D16M2D16M1D26M1D31M1I7M1D5M5I50M1I26M1D10M2I10M9I29M1D5M5I11M2I8M4I54M3D29M1I47M1I5M3I43M6I24M	8	507	512	23	494	495	512
MK803271_NA_C_23_C_24_C_25	AB558146_NA_C_30	27M2D8M10D11M1D6M13D7M6D3M3I36M1I14M3I7M1I15M1I29M4D43M2I21M2I24M4I7M1I8M3D7M3D51M1I34M1I36M1D15M5I3M5D42M5I22M	1	506	512	1	524	524	554
MK803271_NA_C_23_C_24_C_25	AOG74836_1_NA_C_28	18M1D13M2D26M1D14M1D49M5I15M1I28M2I23M2I9M2D7M2I14M6I4M2I16M1I7M3I13M2I63M3D24M2I5M1D47M1I5M3I45M6I22M	3	507	512	1	478	479	516
MK803271_NA_C_23_C_24_C_25	BAP59952_1_NA_C_28	12M4D42M1D12M1D50M7I3M1I11M3D29M1I37M1I5M1I5M6I12M2I22M4I14M2I63M3D23M2I6M1D47M1I5M3I39M2D2M8I24M	6	507	512	3	480	481	517
MK803271_NA_C_23_C_24_C_25	DQ335782_NA_C_23	4M3I21M9D7M4D6M1I10M11D7M5D6M2I34M1I3M1I10M3I7M1I13M1I31M4D43M1I22M2I24M4I7M1I8M5D9M1D49M1I34M1I36M1D15M5I2M5D44M5I22M	1	507	512	1	519	520	552
MK803271_NA_C_23_C_24_C_25	KU878864_NA_C_28	47M1D26M1D48M6I6M2D6M1I6M3I24M2D26M1D10M2I7M1I4M6I10M1I2M1I21M4I14M2I63M3D24M2I5M1D47M1I5M3I39M2D2M8I24M	1	507	512	1	479	480	520
MK803271_NA_C_23_C_24_C_25	AY552551_NA_14__demethylation	3M1D52M4I56M4I2M1D15M1D7M1I23M1I3M1I22M2I28M2I12M2I19M1I3M6I5M2I7M6I4M4D54M1D31M1I8M3D4M2D43M1D44M6I6M1D21M	1	511	512	1	487	487	526
MK803271_NA_C_23_C_24_C_25	QIH97367_1_NA_C_28	42M1D26M1D44M6I19M2D30M1I26M1D10M2I9M3I2M4I3M3I7M1D22M4I14M2I63M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	6	507	512	2	476	477	512
MK803271_NA_C_23_C_24_C_25	AFO63031_NA_C_6	40M1D26M1D43M6I34M1I15M1I44M2I7M9I7M1D14M4I11M3I1M1I2M1D7M3I59M3D24M1I53M1I5M3I42M3I1M3I24M	8	507	512	3	468	469	507
MK803271_NA_C_23_C_24_C_25	AB558145_NA_C_22	11M1I22M10D1M1I18M2D4M4D2M9D38M1I16M3I8M1I12M1I29M5D45M1I22M2I24M4I7M1I1M4D65M1I35M1I35M1D15M5I3M5D43M5I21M	2	506	512	12	528	528	545
MK803271_NA_C_23_C_24_C_25	AB087801_NA_Baeyer_Villiger_C_6	22M1D30M4I41M1I11M1I9M1I18M4D22M6I26M1D16M3I5M6I9M2I18M2I8M10I62M3D31M1D5M2I55M3I42M7I21M	8	506	512	5	465	465	509
MK803271_NA_C_23_C_24_C_25	JQ958967_NA_C_28	45M1D26M1D31M1I5M6I17M3D23M1I15M1I22M1D14M2I9M3I2M4I10M1I2M1I21M4I18M2I59M3D24M2I5M1D47M1I5M3I40M3I3M3I24M	3	507	512	1	477	478	515
MK803271_NA_C_23_C_24_C_25	JN604536_NA_C_12	24M5D20M1D26M1D31M1I11M3I37M1I15M1I23M2I9M2D8M2I6M6I3M3I3M2I9M3D14M1D3M4I16M1D4M3I43M3D34M1I54M1I5M3I40M3I3M3I24M	4	507	512	5	486	486	521
MK803271_NA_C_23_C_24_C_25	AOG74849_1_NA_cycloartane	15M7D30M1D26M1D24M1I2M1D4M1I7M1D9M4I17M1I29M1I22M1D12M2I9M1I3M8I34M4I18M1D4M3I54M3D30M1I47M1I5M3I46M6I21M	3	507	512	1	484	485	521
MK803271_NA_C_23_C_24_C_25	AFO63031_1_NA_C_6	40M1D26M1D43M6I34M1I15M1I44M2I7M9I7M1D14M4I11M3I1M1I2M1D7M3I54M2D7M1D22M1I53M1I5M3I42M3I1M3I24M	8	507	512	3	468	469	507
MK803271_NA_C_23_C_24_C_25	LC143440_NA_C_21	24M15D3M3I9M8D7M1D3M3D2M5D5M2I33M1I6M1I2M2D8M4I6M1I14M1I29M4D42M3D10M16I24M4I7M1I8M5D5M1D53M1I35M1I35M1D14M2I6M2D44M5I23M	9	508	512	3	509	511	550
MK803271_NA_C_23_C_24_C_25	OP821089_NA_C_2	23M2I26M3I14M1D24M1I2M1D6M1D4M1I30M2D15M1I15M1I22M1D15M1I4M8I9M2I34M4I2M2I9M1D4M3I52M3D27M1I59M3I41M5I4M1I21M	6	506	512	2	473	473	511
MK803271_NA_C_23_C_24_C_25	OP821090_NA_C_2	23M2I18M7I4M4D14M1D24M1I2M1D6M1D4M1I30M2D15M1I15M1I25M1D15M9I10M2I34M4I2M2I9M1D4M3I52M3D27M1I59M3I41M5I4M1I21M	6	506	512	2	473	473	515
MK803271_NA_C_23_C_24_C_25	MW514556_NA_C_16	24M4D3M1I19M8D7M7I42M1I4M2I53M1D4M3I27M1D9M2I10M9I17M2I21M6I8M1D2M3I59M4D10M1D19M1I52M1I5M1I38M7I25M	4	507	512	1	478	479	524
MK803271_NA_C_23_C_24_C_25	HQ128570_NA_C_11	16M2D36M3D2M2I54M6D2M8I40M2I26M6D2M2I10M6I11M9I6M1D22M1I5M7I8M2I16M1I45M4D29M1I47M2I52M7I21M	8	507	512	2	473	473	522
MK803271_NA_C_23_C_24_C_25	KT150517_NA_C_23	17M4I14M2D1M12D10M4D5M7D3M1D4M4D6M2I32M1I16M3I7M1I15M1I29M4D38M1I8M4I1M4D14M2I24M4I7M1I8M3D8M2D59M1I26M1I35M1D15M5I3M5D43M5I21M	2	506	512	3	520	520	554
MK803271_NA_C_23_C_24_C_25	AB558153_NA_C_30	10M3I22M15D9M1I18M17D38M1I14M5I7M1D14M1I28M2D7M2D37M2I21M2I25M4I6M1I8M3D9M3D49M1I35M1I37M1D12M4I4M4D43M5I22M	1	506	512	1	523	523	554
MK803271_NA_C_23_C_24_C_25	MF120282_NA_C_2	39M1D9M4I13M1D30M1D6M1I10M1D4M2D18M2I12M1I15M1I23M2I4M3D7M2I5M1I4M8I40M6I11M1D5M3I54M3D29M1I53M3I42M3I1M3I24M	9	507	512	3	473	476	512
MK803271_NA_C_23_C_24_C_25	KU878866_NA_unknown_regioselectivity	15M7D30M1D26M1D31M1I9M1D5M5I4M1D28M1I15M1I22M1D14M2I9M3I2M4I11M2I22M4I18M1D4M3I54M3D30M1I47M1I5M3I46M6I21M	3	507	512	1	484	485	521
MK803271_NA_C_23_C_24_C_25	AB558147_NA_C_29	27M2D8M10D11M2D5M12D7M5D7M2I34M1I14M3I8M1I14M1I29M4D43M4I45M4I7M1I8M3D7M3D51M1I34M1I36M1D15M5I3M5D42M5I22M	1	506	512	1	524	524	553
MK803271_NA_C_23_C_24_C_25	KF318735_NA_C_16	57M1D53M1D8M2I10M1I8M2D8M1I15M2I23M4D14M1D2M7I3M6I4M3I6M1D7M3I13M2I7M3I12M3I57M4D23M3I4M2D49M2I46M7I25M	9	507	512	5	474	475	515
MK803271_NA_C_23_C_24_C_25	MG708191_NA_C_2	45M1D8M4I14M1D24M1I2M1D6M1I5M1D30M10D14M1I15M1I23M2I28M9I6M1D29M6I7M1I1M2D4M3I52M3D27M2I5M1D53M3I41M3I3M3I22M	3	506	512	1	485	485	525
MK803271_NA_C_23_C_24_C_25	KF318733_NA_C_28	10M2I13M3D7M8D13M1D26M1D31M1I7M1D9M6I6M2D4M1D4M2I29M1I25M1D10M1I5M2I6M8I2M1I9M1D22M4I19M2I53M2D7M1D22M2I5M1D47M1I5M3I46M6I20M	3	506	512	1	485	487	527
MK803271_NA_C_23_C_24_C_25	NM_001344756_1_NA_C_7	39M1D10M3I1M3D40M3I41M4D22M6I27M1D15M1I6M7I9M2I16M3I11M6I7M3I8M1D50M2D4M2D9M1D20M1I52M1I5M1I38M9I5M2D18M	9	507	512	8	477	477	516
MK803271_NA_C_23_C_24_C_25	NM_180821_NA_C_7	39M1D10M3I1M3D38M1D1M4I41M4D16M3I6M3I27M1D15M1I6M7I9M2I16M3I11M6I7M3I6M1D52M2D4M2D7M1D22M1I52M1I5M1I38M9I5M2D18M	9	507	512	49	518	518	517
MK803271_NA_C_23_C_24_C_25	ON108679_NA_C_1	3M1D41M2D13M3I44M1I3M1D8M2I26M4I24M1D19M1I5M3D12M3I14M3I9M5I22M4I5M2I2M3I7M1I3M2D52M1D34M1I12M5D39M1D48M6I6M1D20M	1	510	512	1	489	489	528
MK803271_NA_C_23_C_24_C_25	LC456845_NA_C_7	17M7D17M2D18M5D4M3I13M2D26M1I22M3D2M9I35M1I27M2D19M6I7M2I11M2I21M1D5M2I3M3I8M1D8M2I50M4D33M1I52M4I42M3I2M3I24M	1	508	512	1	493	494	535
MK803271_NA_C_23_C_24_C_25	AB233425_NA_C_22	8M1D16M2D10M3I3M1D13M1I50M1I21M1I11M1I33M3D24M2D19M3I5M6I9M2I24M4I6M2I4M4D12M1I2M2D53M2D29M1I10M1D23M2I64M3I5M1I26M	1	512	512	1	498	499	530
MK803271_NA_C_23_C_24_C_25	AB223043_NA_C_22	9M2D9M2D14M3I1M1I3M1D13M1I16M1D46M1I9M1I10M1D4M2I20M4D32M3D2M2I11M2I10M6I10M2I28M2I16M3D10M2D49M1D5M1D27M1I10M1D23M2I61M1I3M2I5M1I21M	1	507	512	1	499	501	529
MK803271_NA_C_23_C_24_C_25	ON108670_NA_C_25_C_2	30M4D30M3I16M1D25M1I3M2I8M1D6M1D2M1I16M1I7M4I15M2D28M2D11M3I14M3I9M2I8M3I18M9I10M1I3M2D52M1D34M1I6M2D6M3D38M6D3M5I38M2I3M4I6M1D19M	1	509	512	1	490	491	535
MK803271_NA_C_23_C_24_C_25	LC456844_NA_C_19_C_5_C_19	21M4D5M1D2M2D6M2D18M5D4M3I13M2D29M4I6M3D10M3D2M9I15M1D8M1I11M1I27M2D16M4I6M2I4M2I11M2I17M1I12M3I9M1D8M2I50M4D33M1I52M4I43M6I25M	1	508	512	1	493	494	538
MK803271_NA_C_23_C_24_C_25	ON108677_NA_C_7_C_28	23M3I22M2D5M2D7M1I43M1I3M1D8M2I25M1I24M2I24M2I29M2I11M2I16M4I6M3I5M2I2M3I7M1I3M2D42M3D13M2I29M1I6M2D6M3D36M1D48M2I3M4I6M1D19M	1	509	512	3	490	491	526
MK803271_NA_C_23_C_24_C_25	AB219423_NA_C_22	13M2I14M4I4M1D13M1I17M1I26M2I2M5D6M3I5M1I9M1I11M1I25M1D8M2D26M1D12M1I7M1I4M6I9M2I24M4I6M2I10M1I8M2D52M2D30M1I10M1D23M2I61M3I8M1I24M	4	510	512	10	491	495	522
MK803271_NA_C_23_C_24_C_25	DQ680852_NA_C_12_C_13_C_16	20M5D13M1I48M12D9M2D4M2D7M1I3M17I20M1I11M2I30M2D10M1I4M2I9M3I9M2I27M9I10M1D3M3I53M1D32M1I13M5D33M4D6M3I41M2I4M4I5M1D22M	14	511	512	10	490	490	533
MK803271_NA_C_23_C_24_C_25	ON108669_NA_C_19	14M5D16M4I7M2D6M1I34M9I4M9D8M2I25M1I24M2I24M2I5M4D15M3I5M1D2M3I9M2I5M3I17M4I5M2I2M3I7M1I3M2D42M3D10M1I33M1I8M2D4M3D42M1I2M2D39M2I3M4I7M1D17M	14	508	512	15	492	493	529
MK803271_NA_C_23_C_24_C_25	ON108678_NA_C_19	16M8D12M1I74M2I25M1I24M2I21M1I6M3D12M3I13M3I9M2I8M3I14M4I5M2I2M3I7M1I3M2D56M1D30M1I6M2D7M3D37M6D3M5I40M2D6M7I22M	14	512	512	13	497	497	526
MK803271_NA_C_23_C_24_C_25	NM_001308937_NA_C_19	21M2D7M2D6M2D14M2D24M2D26M1I5M1I16M3D1M9I4M1D60M2D18M3I4M3I4M2I11M2I25M3I16M1D3M2I53M4D33M1I25M12I6M19I33M1I21M5I4M	1	504	512	1	461	463	525
KT150521_NA_C_28	KT150521_NA_C_28	481M	1	481	481	1	481	481	481
KT150521_NA_C_28	ALO23117_1_NA_C_28	481M	1	481	481	1	481	481	481
KT150521_NA_C_28	APZ88353_1_NA_C_28	481M	1	481	481	1	481	481	481
KT150521_NA_C_28	AOG74832_1_NA_C_28	481M	1	481	481	1	481	481	481
KT150521_NA_C_28	AFO63032_1_NA_C_28	481M	1	481	481	1	481	481	481
KT150521_NA_C_28	JN565975_NA_C_28	29M2I450M	1	481	481	1	479	480	481
KT150521_NA_C_28	OP821088_NA_C_28	30M2I449M	1	481	481	1	479	479	481
KT150521_NA_C_28	AEX07772_1_NA_C_28	28M2I451M	1	481	481	1	479	480	481
KT150521_NA_C_28	MG708188_NA_C_28	27M1I450M	4	481	481	21	497	497	478
KT150521_NA_C_28	AZS32333_1_NA_C_28	27M1I450M	4	481	481	21	497	497	478
KT150521_NA_C_28	JQ958968_NA_C_28	31M4I446M	1	481	481	1	477	477	481
KT150521_NA_C_28	AFZ40058_1_NA_C_28	31M4I446M	1	481	481	1	477	477	481
KT150521_NA_C_28	A0A3Q7HBJ5_1_NA_C_28	16M2I13M5I445M	1	481	481	1	474	476	481
KT150521_NA_C_28	AOG74831_1_NA_C_28	24M1D457M	1	481	481	1	482	482	482
KT150521_NA_C_28	AB619802_NA_C_28	30M1I450M	1	481	481	1	480	480	481
KT150521_NA_C_28	AB619803_NA_C_28	30M1I450M	1	481	481	1	480	480	481
KT150521_NA_C_28	OQ107260_NA_C_28	30M1I450M	1	481	481	1	480	480	481
KT150521_NA_C_28	NP_001268115_1_NA_C_28	30M1I450M	1	481	481	1	480	480	481
KT150521_NA_C_28	NP_001268076_1_NA_C_28	30M1I450M	1	481	481	1	480	480	481
KT150521_NA_C_28	KF318733_NA_C_28	14M1D19M5D448M	1	481	481	1	487	487	487
KT150521_NA_C_28	DQ335781_NA_C_28	25M4I95M1D354M	4	481	481	5	479	479	479
KT150521_NA_C_28	CBN88268_1_NA_C_28	25M4I95M1D354M	4	481	481	5	479	479	479
KT150521_NA_C_28	BAP59952_1_NA_C_28	32M1I445M	4	481	481	5	481	481	478
KT150521_NA_C_28	AFZ40057_1_NA_C_28	31M3I447M	1	481	481	1	478	478	481
KT150521_NA_C_28	KX343075_NA_C_28	11M1I17M2I43M1D406M	1	480	481	1	478	483	481
KT150521_NA_C_28	QIH97367_1_NA_C_28	26M5I91M1D359M	1	481	481	1	477	477	482
KT150521_NA_C_28	K4CEE8_1_NA_C_28	164M1I316M	1	481	481	1	480	482	481
KT150521_NA_C_28	AOG74836_1_NA_C_28	126M1I41M1I312M	1	481	481	1	479	479	481
KT150521_NA_C_28	ANY30854_1_NA_C_28	11M1I13M2I47M1D406M	1	480	481	1	478	483	481
KT150521_NA_C_28	MG708187_NA_C_28	29M1I451M	1	481	481	1	480	480	481
KT150521_NA_C_28	ANY30853_1_NA_C_28	11M1I17M2I43M1D406M	1	480	481	1	478	483	481
KT150521_NA_C_28	AHL46848_1_NA_C_28	30M1I95M1D355M	1	481	481	1	481	481	482
KT150521_NA_C_28	JQ958967_NA_C_28	31M3I447M	1	481	481	1	478	478	481
KT150521_NA_C_28	KU878864_NA_C_28	28M2I450M	2	481	481	3	480	480	480
KT150521_NA_C_28	BAW34647_1_NA_C_28_C_22	19M1D9M3D4M3I90M2I142M1D212M	1	481	481	1	481	481	486
KT150521_NA_C_28	AOG74847_1_NA_C_28	28M2I450M	2	481	481	3	480	480	480
KT150521_NA_C_28	KF309251_NA_C_3	27M2I95M6I134M2I213M	3	481	481	6	474	474	479
KT150521_NA_C_28	AHF22083_1_Positive_Control_C_3	27M2I95M6I134M2I213M	3	481	481	6	474	474	479
KT150521_NA_C_28	OQ107248_NA_C_16	16M2I9M1I5M1D445M	4	481	481	25	500	501	479
KT150521_NA_C_28	Q9LVY7_1_NA_C_28	32M1I38M2D2M1D191M4I187M1D22M	4	480	481	2	477	477	481
KT150521_NA_C_28	NM_123002_NA_C_28	32M1I39M3D192M4I187M1D22M	4	480	481	2	477	477	481
KT150521_NA_C_28	LC106013_NA_C_16_C_22_C_28	31M1I231M3I4M1I183M1D22M	5	480	481	2	473	473	477
KT150521_NA_C_28	BAU61505_1_NA_C_16_C_22_C_28	31M1I231M3I4M1I183M1D22M	5	480	481	2	473	473	477
KT150521_NA_C_28	ALR73781_1_NA_Unkown	26M1I42M2D3M1D44M2D11M3I137M4I183M1D22M	5	480	481	2	475	475	482
KT150521_NA_C_28	ALR73782_1_NA_C_28	26M1I42M1D2M2D45M2D6M1D6M4I135M4I183M1D22M	5	480	481	2	475	475	483
KT150521_NA_C_28	AOG74849_1_NA_cycloartane	3M2D12M1D4M1D462M	1	481	481	1	485	485	485
KT150521_NA_C_28	APG38190_1_NA_C_16	17M1D13M1I90M3D10M3I137M4I206M	1	481	481	19	495	495	485
KT150521_NA_C_28	KU878866_NA_unknown_regioselectivity	3M2D12M1D4M1D462M	1	481	481	1	485	485	485
KT150521_NA_C_28	KY047600_NA_C_16	17M1I13M1D91M3D9M3I137M4I206M	1	481	481	19	495	495	485
KT150521_NA_C_28	AXU93523_1_NA_C_3	29M2I95M1I4M4I131M2I195M1D18M	1	481	481	1	473	473	482
KT150521_NA_C_28	JN604536_NA_C_12	251M1D228M	2	480	481	7	486	486	480
